,compound0,compound1,similarity
825,DB00184,DB00540,0.2128
826,DB00184,DB00541,0.1379
827,DB00184,DB00543,0.26
828,DB00184,DB00544,0.0678
829,DB00184,DB00545,0.2286
830,DB00184,DB00548,0.0
831,DB00184,DB00549,0.2119
832,DB00184,DB00550,0.0923
833,DB00184,DB00552,0.1798
834,DB00184,DB00555,0.1772
835,DB00184,DB00557,0.2162
836,DB00184,DB00559,0.1379
837,DB00184,DB00564,0.1839
838,DB00184,DB00571,0.1798
839,DB00184,DB00575,0.24
840,DB00184,DB00582,0.2095
841,DB00184,DB00586,0.1591
842,DB00184,DB00590,0.2308
843,DB00184,DB00593,0.0984
844,DB00184,DB00596,0.1463
845,DB00184,DB00598,0.1569
846,DB00184,DB00603,0.1441
847,DB00184,DB00605,0.1346
848,DB00184,DB00608,0.1856
849,DB00184,DB00612,0.1414
850,DB00184,DB00619,0.2937
851,DB00184,DB00621,0.1458
852,DB00184,DB00622,0.1667
853,DB00184,DB00623,0.1983
854,DB00184,DB00627,0.4667
855,DB00184,DB00630,0.0
856,DB00184,DB00631,0.1111
857,DB00184,DB00632,0.0196
858,DB00184,DB00642,0.1157
859,DB00184,DB00648,0.1647
860,DB00184,DB00656,0.2342
861,DB00184,DB00659,0.0317
862,DB00184,DB00661,0.1111
863,DB00184,DB00669,0.1556
864,DB00184,DB00672,0.1728
865,DB00184,DB00673,0.2044
866,DB00184,DB00678,0.1639
867,DB00184,DB00683,0.2376
868,DB00184,DB00690,0.1982
869,DB00184,DB00695,0.1522
870,DB00184,DB00697,0.1707
871,DB00184,DB00700,0.1345
872,DB00184,DB00708,0.2301
873,DB00184,DB00710,0.0241
874,DB00184,DB00712,0.1882
875,DB00184,DB00718,0.0945
876,DB00184,DB00724,0.2326
877,DB00184,DB00726,0.2245
878,DB00184,DB00727,0.0
879,DB00184,DB00731,0.2626
880,DB00184,DB00734,0.2459
881,DB00184,DB00736,0.1765
882,DB00184,DB00737,0.2222
883,DB00184,DB00740,0.1579
884,DB00184,DB00742,0.0
885,DB00184,DB00745,0.1573
886,DB00184,DB00746,0.0141
887,DB00184,DB00747,0.2653
888,DB00184,DB00749,0.1915
889,DB00184,DB00753,0.0
890,DB00184,DB00761,0.0
891,DB00184,DB00763,0.2222
892,DB00184,DB00776,0.2022
893,DB00184,DB00780,0.2188
894,DB00184,DB00784,0.1882
895,DB00184,DB00787,0.1
896,DB00184,DB00794,0.225
897,DB00184,DB00796,0.1527
898,DB00184,DB00798,0.0968
899,DB00184,DB00799,0.2075
900,DB00184,DB00802,0.2333
901,DB00184,DB00804,0.1429
902,DB00184,DB00806,0.1348
903,DB00184,DB00808,0.2178
904,DB00184,DB00809,0.2316
905,DB00184,DB00813,0.2778
906,DB00184,DB00818,0.2029
907,DB00184,DB00819,0.087
908,DB00184,DB00820,0.2689
909,DB00184,DB00822,0.026
910,DB00184,DB00829,0.2609
911,DB00184,DB00836,0.197
912,DB00184,DB00841,0.1443
913,DB00184,DB00842,0.1957
914,DB00184,DB00843,0.2586
915,DB00184,DB00850,0.2105
916,DB00184,DB00853,0.1644
917,DB00184,DB00861,0.1429
918,DB00184,DB00862,0.1846
919,DB00184,DB00864,0.1368
920,DB00184,DB00869,0.1176
921,DB00184,DB00877,0.1509
922,DB00184,DB00879,0.1519
923,DB00184,DB00880,0.125
924,DB00184,DB00884,0.3544
925,DB00184,DB00887,0.1538
926,DB00184,DB00889,0.3366
927,DB00184,DB00897,0.2178
928,DB00184,DB00903,0.1176
929,DB00184,DB00904,0.3265
930,DB00184,DB00905,0.1667
931,DB00184,DB00909,0.2162
932,DB00184,DB00910,0.1368
933,DB00184,DB00915,0.1194
934,DB00184,DB00916,0.1791
935,DB00184,DB00918,0.26
936,DB00184,DB00920,0.2828
937,DB00184,DB00924,0.1667
938,DB00184,DB00934,0.2474
939,DB00184,DB00938,0.1148
940,DB00184,DB00945,0.2286
941,DB00184,DB00947,0.1477
942,DB00184,DB00950,0.2143
943,DB00184,DB00951,0.2857
944,DB00184,DB00952,0.3
945,DB00184,DB00953,0.2151
946,DB00184,DB00958,0.1493
947,DB00184,DB00960,0.186
948,DB00184,DB00962,0.24
949,DB00184,DB00966,0.1497
950,DB00184,DB00967,0.26
951,DB00184,DB00969,0.2857
952,DB00184,DB00970,0.1309
953,DB00184,DB00972,0.3363
954,DB00184,DB00973,0.15
955,DB00184,DB00975,0.1151
956,DB00184,DB00983,0.1333
957,DB00184,DB00990,0.2083
958,DB00184,DB00991,0.1616
959,DB00184,DB00993,0.1798
960,DB00184,DB00996,0.1176
961,DB00184,DB00998,0.2558
962,DB00184,DB00999,0.1
963,DB00184,DB01001,0.15
964,DB00184,DB01003,0.1077
965,DB00184,DB01004,0.0941
966,DB00184,DB01005,0.0
967,DB00184,DB01006,0.1818
968,DB00184,DB01007,0.198
969,DB00184,DB01008,0.0282
970,DB00184,DB01009,0.1818
971,DB00184,DB01016,0.2031
972,DB00184,DB01019,0.0323
973,DB00184,DB01020,0.0845
974,DB00184,DB01023,0.1569
975,DB00184,DB01029,0.2171
976,DB00184,DB01032,0.1628
977,DB00184,DB01033,0.125
978,DB00184,DB01035,0.1707
979,DB00184,DB01039,0.1359
980,DB00184,DB01041,0.2955
981,DB00184,DB01042,0.1379
982,DB00184,DB01043,0.1408
983,DB00184,DB01044,0.2018
984,DB00184,DB01045,0.134
985,DB00184,DB01048,0.2316
986,DB00184,DB01050,0.1867
987,DB00184,DB01059,0.202
988,DB00184,DB01062,0.2569
989,DB00184,DB01067,0.2439
990,DB00184,DB01068,0.1856
991,DB00184,DB01069,0.1957
992,DB00184,DB01072,0.1143
993,DB00184,DB01077,0.0333
994,DB00184,DB01097,0.2069
995,DB00184,DB01101,0.1165
996,DB00184,DB01105,0.2558
997,DB00184,DB01110,0.1887
998,DB00184,DB01114,0.2247
999,DB00184,DB01115,0.1765
1000,DB00184,DB01117,0.2385
1001,DB00184,DB01118,0.1311
1002,DB00184,DB01124,0.1667
1003,DB00184,DB01126,0.1765
1004,DB00184,DB01127,0.1923
1005,DB00184,DB01128,0.125
1006,DB00184,DB01129,0.1869
1007,DB00184,DB01132,0.1869
1008,DB00184,DB01136,0.1301
1009,DB00184,DB01140,0.1942
1010,DB00184,DB01143,0.0
1011,DB00184,DB01149,0.2137
1012,DB00184,DB01151,0.234
1013,DB00184,DB01156,0.2078
1014,DB00184,DB01162,0.2261
1015,DB00184,DB01165,0.2056
1016,DB00184,DB01173,0.1739
1017,DB00184,DB01181,0.1622
1018,DB00184,DB01182,0.1495
1019,DB00184,DB01188,0.2857
1020,DB00184,DB01189,0.0
1021,DB00184,DB01193,0.12
1022,DB00184,DB01194,0.1237
1023,DB00184,DB01195,0.1964
1024,DB00184,DB01198,0.3036
1025,DB00184,DB01204,0.096
1026,DB00184,DB01205,0.2292
1027,DB00184,DB01215,0.2062
1028,DB00184,DB01217,0.1895
1029,DB00184,DB01220,0.1058
1030,DB00184,DB01221,0.3
1031,DB00184,DB01223,0.1228
1032,DB00184,DB01224,0.2261
1033,DB00184,DB01232,0.185
1034,DB00184,DB01233,0.0899
1035,DB00184,DB01236,0.0
1036,DB00184,DB01238,0.1967
1037,DB00184,DB01240,0.0952
1038,DB00184,DB01241,0.1446
1039,DB00184,DB01242,0.2245
1040,DB00184,DB01254,0.2326
1041,DB00184,DB01263,0.1648
1042,DB00184,DB01264,0.1831
1043,DB00184,DB01267,0.2581
1044,DB00184,DB01268,0.1043
1045,DB00184,DB01275,0.2571
1046,DB00184,DB01291,0.15
1047,DB00184,DB01410,0.1528
1048,DB00184,DB01589,0.1923
1049,DB00184,DB01595,0.1895
1050,DB00184,DB01609,0.1565
1051,DB00184,DB01610,0.0971
1052,DB00184,DB01611,0.18
1053,DB00184,DB05271,0.2626
1054,DB00184,DB06700,0.25
1055,DB00184,DB06701,0.3333
1056,DB00186,DB00188,0.2628
1057,DB00186,DB00191,0.2697
1058,DB00186,DB00195,0.1983
1059,DB00186,DB00196,0.2459
1060,DB00186,DB00200,0.1176
1061,DB00186,DB00201,0.1667
1062,DB00186,DB00203,0.2384
1063,DB00186,DB00204,0.2302
1064,DB00186,DB00205,0.3585
1065,DB00186,DB00208,0.3853
1066,DB00186,DB00209,0.2778
1067,DB00186,DB00210,0.2953
1068,DB00186,DB00211,0.2037
1069,DB00186,DB00213,0.2879
1070,DB00186,DB00214,0.288
1071,DB00186,DB00215,0.2677
1072,DB00186,DB00216,0.3504
1073,DB00186,DB00222,0.2092
1074,DB00186,DB00231,0.661
1075,DB00186,DB00238,0.3793
1076,DB00186,DB00243,0.2993
1077,DB00186,DB00244,0.25
1078,DB00186,DB00250,0.3019
1079,DB00186,DB00252,0.4035
1080,DB00186,DB00257,0.3609
1081,DB00186,DB00261,0.3846
1082,DB00186,DB00262,0.0659
1083,DB00186,DB00264,0.1964
1084,DB00186,DB00268,0.2655
1085,DB00186,DB00270,0.2707
1086,DB00186,DB00275,0.3816
1087,DB00186,DB00277,0.1915
1088,DB00186,DB00280,0.2812
1089,DB00186,DB00281,0.1905
1090,DB00186,DB00285,0.1913
1091,DB00186,DB00287,0.1806
1092,DB00186,DB00291,0.25
1093,DB00186,DB00292,0.3091
1094,DB00186,DB00294,0.127
1095,DB00186,DB00296,0.1913
1096,DB00186,DB00297,0.1864
1097,DB00186,DB00303,0.2416
1098,DB00186,DB00305,0.1613
1099,DB00186,DB00307,0.2946
1100,DB00186,DB00310,0.521
1101,DB00186,DB00313,0.0471
1102,DB00186,DB00316,0.2697
1103,DB00186,DB00317,0.2685
1104,DB00186,DB00321,0.3833
1105,DB00186,DB00323,0.3363
1106,DB00186,DB00328,0.3906
1107,DB00186,DB00330,0.0206
1108,DB00186,DB00331,0.0
1109,DB00186,DB00333,0.2927
1110,DB00186,DB00334,0.374
1111,DB00186,DB00335,0.2162
1112,DB00186,DB00339,0.1429
1113,DB00186,DB00341,0.3504
1114,DB00186,DB00346,0.1739
1115,DB00186,DB00350,0.1188
1116,DB00186,DB00351,0.1203
1117,DB00186,DB00356,0.4
1118,DB00186,DB00358,0.2615
1119,DB00186,DB00359,0.3178
1120,DB00186,DB00363,0.5556
1121,DB00186,DB00364,0.023
1122,DB00186,DB00370,0.339
1123,DB00186,DB00371,0.0204
1124,DB00186,DB00374,0.1884
1125,DB00186,DB00376,0.2258
1126,DB00186,DB00377,0.2419
1127,DB00186,DB00379,0.1915
1128,DB00186,DB00381,0.3529
1129,DB00186,DB00393,0.2571
1130,DB00186,DB00395,0.0189
1131,DB00186,DB00398,0.3243
1132,DB00186,DB00399,0.12
1133,DB00186,DB00401,0.2985
1134,DB00186,DB00404,0.5203
1135,DB00186,DB00407,0.0331
1136,DB00186,DB00408,0.4762
1137,DB00186,DB00411,0.0235
1138,DB00186,DB00419,0.0606
1139,DB00186,DB00423,0.2642
1140,DB00186,DB00425,0.3089
1141,DB00186,DB00426,0.1138
1142,DB00186,DB00433,0.3939
1143,DB00186,DB00435,0.0323
1144,DB00186,DB00440,0.2051
1145,DB00186,DB00446,0.25
1146,DB00186,DB00448,0.3411
1147,DB00186,DB00450,0.3429
1148,DB00186,DB00454,0.2364
1149,DB00186,DB00455,0.3796
1150,DB00186,DB00457,0.2446
1151,DB00186,DB00458,0.3167
1152,DB00186,DB00461,0.2991
1153,DB00186,DB00465,0.3717
1154,DB00186,DB00472,0.2975
1155,DB00186,DB00475,0.5042
1156,DB00186,DB00477,0.437
1157,DB00186,DB00480,0.3571
1158,DB00186,DB00481,0.2658
1159,DB00186,DB00482,0.3077
1160,DB00186,DB00484,0.2385
1161,DB00186,DB00489,0.2243
1162,DB00186,DB00490,0.1418
1163,DB00186,DB00493,0.156
1164,DB00186,DB00499,0.1852
1165,DB00186,DB00501,0.0935
1166,DB00186,DB00502,0.3158
1167,DB00186,DB00509,0.2276
1168,DB00186,DB00512,0.191
1169,DB00186,DB00513,0.0482
1170,DB00186,DB00524,0.4677
1171,DB00186,DB00529,0.0541
1172,DB00186,DB00530,0.2657
1173,DB00186,DB00531,0.0816
1174,DB00186,DB00537,0.2381
1175,DB00186,DB00540,0.3898
1176,DB00186,DB00541,0.2203
1177,DB00186,DB00543,0.5
1178,DB00186,DB00544,0.1687
1179,DB00186,DB00545,0.1702
1180,DB00186,DB00548,0.0426
1181,DB00186,DB00549,0.2857
1182,DB00186,DB00550,0.1798
1183,DB00186,DB00552,0.1593
1184,DB00186,DB00555,0.4078
1185,DB00186,DB00557,0.3407
1186,DB00186,DB00559,0.2959
1187,DB00186,DB00564,0.3604
1188,DB00186,DB00571,0.3363
1189,DB00186,DB00575,0.3636
1190,DB00186,DB00582,0.2636
1191,DB00186,DB00586,0.5
1192,DB00186,DB00590,0.2987
1193,DB00186,DB00593,0.1412
1194,DB00186,DB00596,0.1497
1195,DB00186,DB00598,0.3492
1196,DB00186,DB00603,0.0889
1197,DB00186,DB00605,0.3594
1198,DB00186,DB00608,0.314
1199,DB00186,DB00612,0.1789
1200,DB00186,DB00619,0.2635
1201,DB00186,DB00621,0.0833
1202,DB00186,DB00622,0.3462
1203,DB00186,DB00623,0.3034
1204,DB00186,DB00627,0.2381
1205,DB00186,DB00630,0.043
1206,DB00186,DB00631,0.193
1207,DB00186,DB00632,0.0159
1208,DB00186,DB00642,0.2897
1209,DB00186,DB00648,0.4954
1210,DB00186,DB00656,0.3704
1211,DB00186,DB00659,0.046
1212,DB00186,DB00661,0.2267
1213,DB00186,DB00669,0.2281
1214,DB00186,DB00672,0.2857
1215,DB00186,DB00673,0.2981
1216,DB00186,DB00678,0.411
1217,DB00186,DB00683,0.544
1218,DB00186,DB00690,0.5333
1219,DB00186,DB00695,0.3103
1220,DB00186,DB00697,0.2642
1221,DB00186,DB00700,0.0979
1222,DB00186,DB00708,0.2482
1223,DB00186,DB00710,0.0374
1224,DB00186,DB00712,0.422
1225,DB00186,DB00718,0.0927
1226,DB00186,DB00724,0.3091
1227,DB00186,DB00726,0.3115
1228,DB00186,DB00727,0.0204
1229,DB00186,DB00731,0.2439
1230,DB00186,DB00734,0.2329
1231,DB00186,DB00736,0.2698
1232,DB00186,DB00737,0.3546
1233,DB00186,DB00740,0.22
1234,DB00186,DB00742,0.0225
1235,DB00186,DB00745,0.3186
1236,DB00186,DB00746,0.0241
1237,DB00186,DB00747,0.2459
1238,DB00186,DB00749,0.2373
1239,DB00186,DB00753,0.0241
1240,DB00186,DB00761,0.0
1241,DB00186,DB00763,0.1026
1242,DB00186,DB00776,0.4248
1243,DB00186,DB00780,0.2727
1244,DB00186,DB00784,0.4037
1245,DB00186,DB00787,0.1923
1246,DB00186,DB00794,0.3269
1247,DB00186,DB00796,0.3742
1248,DB00186,DB00798,0.0405
1249,DB00186,DB00799,0.2769
1250,DB00186,DB00802,0.2222
1251,DB00186,DB00804,0.0328
1252,DB00186,DB00806,0.1416
1253,DB00186,DB00808,0.416
1254,DB00186,DB00809,0.3361
1255,DB00186,DB00813,0.2879
1256,DB00186,DB00818,0.2151
1257,DB00186,DB00819,0.086
1258,DB00186,DB00820,0.3776
1259,DB00186,DB00822,0.0
1260,DB00186,DB00829,0.569
1261,DB00186,DB00836,0.3205
1262,DB00186,DB00841,0.2975
1263,DB00186,DB00842,0.8448
1264,DB00186,DB00843,0.3429
1265,DB00186,DB00850,0.3913
1266,DB00186,DB00853,0.1443
1267,DB00186,DB00861,0.3704
1268,DB00186,DB00862,0.2338
1269,DB00186,DB00864,0.1028
1270,DB00186,DB00869,0.1284
1271,DB00186,DB00877,0.1525
1272,DB00186,DB00879,0.1748
1273,DB00186,DB00880,0.2885
1274,DB00186,DB00884,0.1942
1275,DB00186,DB00887,0.3281
1276,DB00186,DB00889,0.256
1277,DB00186,DB00897,0.64
1278,DB00186,DB00903,0.2569
1279,DB00186,DB00904,0.3607
1280,DB00186,DB00905,0.2222
1281,DB00186,DB00909,0.3061
1282,DB00186,DB00910,0.0709
1283,DB00186,DB00915,0.022
1284,DB00186,DB00916,0.1319
1285,DB00186,DB00918,0.2097
1286,DB00186,DB00920,0.4065
1287,DB00186,DB00924,0.3833
1288,DB00186,DB00934,0.3306
1289,DB00186,DB00938,0.2877
1290,DB00186,DB00945,0.2979
1291,DB00186,DB00947,0.1503
1292,DB00186,DB00950,0.2683
1293,DB00186,DB00951,0.2069
1294,DB00186,DB00952,0.2258
1295,DB00186,DB00953,0.2564
1296,DB00186,DB00958,0.0879
1297,DB00186,DB00960,0.2545
1298,DB00186,DB00962,0.3065
1299,DB00186,DB00966,0.3275
1300,DB00186,DB00967,0.4194
1301,DB00186,DB00969,0.3607
1302,DB00186,DB00970,0.1137
1303,DB00186,DB00972,0.4234
1304,DB00186,DB00973,0.3056
1305,DB00186,DB00975,0.0982
1306,DB00186,DB00983,0.2946
1307,DB00186,DB00990,0.1667
1308,DB00186,DB00991,0.374
1309,DB00186,DB00993,0.1947
1310,DB00186,DB00996,0.0435
1311,DB00186,DB00998,0.2545
1312,DB00186,DB00999,0.25
1313,DB00186,DB01001,0.1923
1314,DB00186,DB01003,0.3117
1315,DB00186,DB01004,0.1835
1316,DB00186,DB01005,0.0571
1317,DB00186,DB01006,0.2602
1318,DB00186,DB01007,0.4
1319,DB00186,DB01008,0.0211
1320,DB00186,DB01009,0.375
1321,DB00186,DB01016,0.3158
1322,DB00186,DB01019,0.0233
1323,DB00186,DB01020,0.0842
1324,DB00186,DB01023,0.3651
1325,DB00186,DB01029,0.3791
1326,DB00186,DB01032,0.2182
1327,DB00186,DB01033,0.1591
1328,DB00186,DB01035,0.2075
1329,DB00186,DB01039,0.315
1330,DB00186,DB01041,0.4464
1331,DB00186,DB01042,0.2523
1332,DB00186,DB01043,0.0211
1333,DB00186,DB01044,0.2256
1334,DB00186,DB01045,0.1743
1335,DB00186,DB01048,0.1681
1336,DB00186,DB01050,0.2424
1337,DB00186,DB01059,0.2276
1338,DB00186,DB01062,0.2256
1339,DB00186,DB01067,0.2313
1340,DB00186,DB01068,0.6942
1341,DB00186,DB01069,0.3276
1342,DB00186,DB01072,0.2211
1343,DB00186,DB01077,0.0476
1344,DB00186,DB01097,0.2703
1345,DB00186,DB01101,0.1575
1346,DB00186,DB01105,0.2545
1347,DB00186,DB01110,0.4154
1348,DB00186,DB01114,0.3894
1349,DB00186,DB01115,0.3175
1350,DB00186,DB01117,0.4962
1351,DB00186,DB01118,0.2877
1352,DB00186,DB01124,0.2037
1353,DB00186,DB01126,0.2
1354,DB00186,DB01127,0.4062
1355,DB00186,DB01128,0.2794
1356,DB00186,DB01129,0.3359
1357,DB00186,DB01132,0.3664
1358,DB00186,DB01136,0.3265
1359,DB00186,DB01140,0.2677
1360,DB00186,DB01143,0.044
1361,DB00186,DB01149,0.3613
1362,DB00186,DB01151,0.322
1363,DB00186,DB01156,0.297
1364,DB00186,DB01162,0.1727
1365,DB00186,DB01165,0.2137
1366,DB00186,DB01173,0.3103
1367,DB00186,DB01181,0.0612
1368,DB00186,DB01182,0.3053
1369,DB00186,DB01188,0.198
1370,DB00186,DB01189,0.0
1371,DB00186,DB01193,0.1774
1372,DB00186,DB01194,0.1157
1373,DB00186,DB01195,0.1765
1374,DB00186,DB01198,0.2941
1375,DB00186,DB01204,0.2416
1376,DB00186,DB01205,0.2833
1377,DB00186,DB01215,0.5124
1378,DB00186,DB01217,0.1681
1379,DB00186,DB01220,0.2254
1380,DB00186,DB01221,0.3654
1381,DB00186,DB01223,0.1884
1382,DB00186,DB01224,0.3453
1383,DB00186,DB01232,0.2335
1384,DB00186,DB01233,0.1947
1385,DB00186,DB01236,0.0
1386,DB00186,DB01238,0.411
1387,DB00186,DB01240,0.0775
1388,DB00186,DB01241,0.2056
1389,DB00186,DB01242,0.4262
1390,DB00186,DB01254,0.3007
1391,DB00186,DB01263,0.233
1392,DB00186,DB01264,0.253
1393,DB00186,DB01267,0.2568
1394,DB00186,DB01268,0.3022
1395,DB00186,DB01275,0.3191
1396,DB00186,DB01291,0.1731
1397,DB00186,DB01410,0.119
1398,DB00186,DB01589,0.5312
1399,DB00186,DB01595,0.5546
1400,DB00186,DB01609,0.4029
1401,DB00186,DB01610,0.1575
1402,DB00186,DB01611,0.3226
1403,DB00186,DB05271,0.2764
1404,DB00186,DB06700,0.1964
1405,DB00186,DB06701,0.2778
1406,DB00188,DB00191,0.3704
1407,DB00188,DB00195,0.2714
1408,DB00188,DB00196,0.2411
1409,DB00188,DB00200,0.1108
1410,DB00188,DB00201,0.1565
1411,DB00188,DB00203,0.1765
1412,DB00188,DB00204,0.2658
1413,DB00188,DB00205,0.192
1414,DB00188,DB00208,0.2344
1415,DB00188,DB00209,0.2699
1416,DB00188,DB00210,0.2024
1417,DB00188,DB00211,0.2677
1418,DB00188,DB00213,0.2384
1419,DB00188,DB00214,0.4028
1420,DB00188,DB00215,0.2055
1421,DB00188,DB00216,0.3077
1422,DB00188,DB00222,0.2442
1423,DB00188,DB00231,0.3212
1424,DB00188,DB00238,0.2519
1425,DB00188,DB00243,0.3133
1426,DB00188,DB00244,0.2243
1427,DB00188,DB00250,0.224
1428,DB00188,DB00252,0.3008
1429,DB00188,DB00257,0.2763
1430,DB00188,DB00261,0.1301
1431,DB00188,DB00262,0.1273
1432,DB00188,DB00264,0.2901
1433,DB00188,DB00268,0.197
1434,DB00188,DB00270,0.2763
1435,DB00188,DB00275,0.3275
1436,DB00188,DB00277,0.1593
1437,DB00188,DB00280,0.4354
1438,DB00188,DB00281,0.2581
1439,DB00188,DB00285,0.194
1440,DB00188,DB00287,0.2529
1441,DB00188,DB00291,0.229
1442,DB00188,DB00292,0.4341
1443,DB00188,DB00294,0.0966
1444,DB00188,DB00296,0.2388
1445,DB00188,DB00297,0.2336
1446,DB00188,DB00303,0.2619
1447,DB00188,DB00305,0.1259
1448,DB00188,DB00307,0.2297
1449,DB00188,DB00310,0.2609
1450,DB00188,DB00313,0.1731
1451,DB00188,DB00316,0.2593
1452,DB00188,DB00317,0.2024
1453,DB00188,DB00321,0.3022
1454,DB00188,DB00323,0.2576
1455,DB00188,DB00328,0.2857
1456,DB00188,DB00330,0.1724
1457,DB00188,DB00331,0.1
1458,DB00188,DB00333,0.3803
1459,DB00188,DB00334,0.2254
1460,DB00188,DB00335,0.3385
1461,DB00188,DB00339,0.3883
1462,DB00188,DB00341,0.3205
1463,DB00188,DB00346,0.1783
1464,DB00188,DB00350,0.0667
1465,DB00188,DB00351,0.1711
1466,DB00188,DB00356,0.1468
1467,DB00188,DB00358,0.1611
1468,DB00188,DB00359,0.3175
1469,DB00188,DB00363,0.2345
1470,DB00188,DB00364,0.0429
1471,DB00188,DB00370,0.292
1472,DB00188,DB00371,0.1709
1473,DB00188,DB00374,0.2166
1474,DB00188,DB00376,0.2378
1475,DB00188,DB00377,0.1259
1476,DB00188,DB00379,0.2301
1477,DB00188,DB00381,0.2839
1478,DB00188,DB00393,0.2767
1479,DB00188,DB00395,0.24
1480,DB00188,DB00398,0.3234
1481,DB00188,DB00399,0.1849
1482,DB00188,DB00401,0.3268
1483,DB00188,DB00404,0.2958
1484,DB00188,DB00407,0.0996
1485,DB00188,DB00408,0.2345
1486,DB00188,DB00411,0.1346
1487,DB00188,DB00419,0.0847
1488,DB00188,DB00423,0.32
1489,DB00188,DB00425,0.2535
1490,DB00188,DB00426,0.2676
1491,DB00188,DB00433,0.2384
1492,DB00188,DB00435,0.0247
1493,DB00188,DB00440,0.1912
1494,DB00188,DB00446,0.3206
1495,DB00188,DB00448,0.2973
1496,DB00188,DB00450,0.2767
1497,DB00188,DB00454,0.3101
1498,DB00188,DB00455,0.2436
1499,DB00188,DB00457,0.2025
1500,DB00188,DB00458,0.3022
1501,DB00188,DB00461,0.2857
1502,DB00188,DB00465,0.3636
1503,DB00188,DB00472,0.3286
1504,DB00188,DB00475,0.3043
1505,DB00188,DB00477,0.2754
1506,DB00188,DB00480,0.1527
1507,DB00188,DB00481,0.2147
1508,DB00188,DB00482,0.2148
1509,DB00188,DB00484,0.2344
1510,DB00188,DB00489,0.3175
1511,DB00188,DB00490,0.1875
1512,DB00188,DB00493,0.2
1513,DB00188,DB00499,0.2835
1514,DB00188,DB00501,0.1905
1515,DB00188,DB00502,0.2368
1516,DB00188,DB00509,0.2113
1517,DB00188,DB00512,0.1977
1518,DB00188,DB00513,0.1176
1519,DB00188,DB00524,0.2517
1520,DB00188,DB00529,0.129
1521,DB00188,DB00530,0.2469
1522,DB00188,DB00531,0.0513
1523,DB00188,DB00537,0.1379
1524,DB00188,DB00540,0.3066
1525,DB00188,DB00541,0.2276
1526,DB00188,DB00543,0.2238
1527,DB00188,DB00544,0.098
1528,DB00188,DB00545,0.2124
1529,DB00188,DB00548,0.177
1530,DB00188,DB00549,0.2887
1531,DB00188,DB00550,0.1296
1532,DB00188,DB00552,0.1515
1533,DB00188,DB00555,0.1639
1534,DB00188,DB00557,0.2857
1535,DB00188,DB00559,0.3191
1536,DB00188,DB00564,0.3077
1537,DB00188,DB00571,0.3939
1538,DB00188,DB00575,0.1695
1539,DB00188,DB00582,0.2838
1540,DB00188,DB00586,0.3359
1541,DB00188,DB00590,0.2428
1542,DB00188,DB00593,0.1346
1543,DB00188,DB00596,0.1928
1544,DB00188,DB00598,0.4552
1545,DB00188,DB00603,0.1429
1546,DB00188,DB00605,0.2585
1547,DB00188,DB00608,0.2714
1548,DB00188,DB00612,0.2817
1549,DB00188,DB00619,0.3333
1550,DB00188,DB00621,0.0719
1551,DB00188,DB00622,0.3543
1552,DB00188,DB00623,0.2195
1553,DB00188,DB00627,0.3107
1554,DB00188,DB00630,0.1071
1555,DB00188,DB00631,0.1353
1556,DB00188,DB00632,0.0552
1557,DB00188,DB00642,0.3293
1558,DB00188,DB00648,0.2812
1559,DB00188,DB00656,0.2597
1560,DB00188,DB00659,0.1698
1561,DB00188,DB00661,0.213
1562,DB00188,DB00669,0.2406
1563,DB00188,DB00672,0.2742
1564,DB00188,DB00673,0.1889
1565,DB00188,DB00678,0.2788
1566,DB00188,DB00683,0.2917
1567,DB00188,DB00690,0.2727
1568,DB00188,DB00695,0.237
1569,DB00188,DB00697,0.144
1570,DB00188,DB00700,0.1111
1571,DB00188,DB00708,0.3205
1572,DB00188,DB00710,0.127
1573,DB00188,DB00712,0.3906
1574,DB00188,DB00718,0.2
1575,DB00188,DB00724,0.3566
1576,DB00188,DB00726,0.3262
1577,DB00188,DB00727,0.0855
1578,DB00188,DB00731,0.5211
1579,DB00188,DB00734,0.1576
1580,DB00188,DB00736,0.2207
1581,DB00188,DB00737,0.2875
1582,DB00188,DB00740,0.1345
1583,DB00188,DB00742,0.1296
1584,DB00188,DB00745,0.3636
1585,DB00188,DB00746,0.1405
1586,DB00188,DB00747,0.2979
1587,DB00188,DB00749,0.2336
1588,DB00188,DB00753,0.0392
1589,DB00188,DB00761,0.0
1590,DB00188,DB00763,0.0825
1591,DB00188,DB00776,0.3182
1592,DB00188,DB00780,0.3738
1593,DB00188,DB00784,0.3594
1594,DB00188,DB00787,0.1626
1595,DB00188,DB00794,0.3089
1596,DB00188,DB00796,0.3103
1597,DB00188,DB00798,0.0958
1598,DB00188,DB00799,0.255
1599,DB00188,DB00802,0.3067
1600,DB00188,DB00804,0.0993
1601,DB00188,DB00806,0.197
1602,DB00188,DB00808,0.3056
1603,DB00188,DB00809,0.4493
1604,DB00188,DB00813,0.3576
1605,DB00188,DB00818,0.2679
1606,DB00188,DB00819,0.1786
1607,DB00188,DB00820,0.2222
1608,DB00188,DB00822,0.1
1609,DB00188,DB00829,0.3111
1610,DB00188,DB00836,0.2971
1611,DB00188,DB00841,0.2857
1612,DB00188,DB00842,0.3111
1613,DB00188,DB00843,0.3145
1614,DB00188,DB00850,0.2293
1615,DB00188,DB00853,0.1897
1616,DB00188,DB00861,0.2362
