,compound0,compound1,similarity
53363,DB00869,DB01044,0.2097
53364,DB00869,DB01045,0.1244
53365,DB00869,DB01048,0.2
53366,DB00869,DB01050,0.1556
53367,DB00869,DB01059,0.193
53368,DB00869,DB01062,0.1452
53369,DB00869,DB01067,0.2319
53370,DB00869,DB01068,0.1429
53371,DB00869,DB01069,0.1495
53372,DB00869,DB01072,0.1263
53373,DB00869,DB01077,0.08
53374,DB00869,DB01097,0.1373
53375,DB00869,DB01101,0.2373
53376,DB00869,DB01105,0.1386
53377,DB00869,DB01110,0.0992
53378,DB00869,DB01114,0.1346
53379,DB00869,DB01115,0.188
53380,DB00869,DB01117,0.1452
53381,DB00869,DB01118,0.146
53382,DB00869,DB01124,0.2828
53383,DB00869,DB01126,0.1722
53384,DB00869,DB01127,0.1008
53385,DB00869,DB01128,0.2205
53386,DB00869,DB01129,0.1311
53387,DB00869,DB01132,0.1803
53388,DB00869,DB01136,0.1014
53389,DB00869,DB01140,0.2373
53390,DB00869,DB01143,0.0976
53391,DB00869,DB01149,0.137
53392,DB00869,DB01151,0.1468
53393,DB00869,DB01156,0.1739
53394,DB00869,DB01162,0.1692
53395,DB00869,DB01165,0.1967
53396,DB00869,DB01173,0.1308
53397,DB00869,DB01181,0.0899
53398,DB00869,DB01182,0.1475
53399,DB00869,DB01188,0.1957
53400,DB00869,DB01189,0.0
53401,DB00869,DB01193,0.2087
53402,DB00869,DB01194,0.7143
53403,DB00869,DB01195,0.1575
53404,DB00869,DB01198,0.1417
53405,DB00869,DB01204,0.1143
53406,DB00869,DB01205,0.2162
53407,DB00869,DB01215,0.1071
53408,DB00869,DB01217,0.1455
53409,DB00869,DB01220,0.1275
53410,DB00869,DB01221,0.1684
53411,DB00869,DB01223,0.186
53412,DB00869,DB01224,0.1077
53413,DB00869,DB01232,0.1809
53414,DB00869,DB01233,0.2308
53415,DB00869,DB01236,0.0253
53416,DB00869,DB01238,0.1168
53417,DB00869,DB01240,0.15
53418,DB00869,DB01241,0.1837
53419,DB00869,DB01242,0.1593
53420,DB00869,DB01254,0.1806
53421,DB00869,DB01263,0.1218
53422,DB00869,DB01264,0.2293
53423,DB00869,DB01267,0.1583
53424,DB00869,DB01268,0.1846
53425,DB00869,DB01275,0.1412
53426,DB00869,DB01291,0.1684
53427,DB00869,DB01410,0.1635
53428,DB00869,DB01589,0.1176
53429,DB00869,DB01595,0.1455
53430,DB00869,DB01609,0.0769
53431,DB00869,DB01610,0.1695
53432,DB00869,DB01611,0.1739
53433,DB00869,DB05271,0.1754
53434,DB00869,DB06700,0.1359
53435,DB00869,DB06701,0.1212
53436,DB00877,DB00879,0.1176
53437,DB00877,DB00880,0.0991
53438,DB00877,DB00884,0.0995
53439,DB00877,DB00887,0.1463
53440,DB00877,DB00889,0.1975
53441,DB00877,DB00897,0.1399
53442,DB00877,DB00903,0.1057
53443,DB00877,DB00904,0.1917
53444,DB00877,DB00905,0.1679
53445,DB00877,DB00909,0.1019
53446,DB00877,DB00910,0.2471
53447,DB00877,DB00915,0.1244
53448,DB00877,DB00916,0.0861
53449,DB00877,DB00918,0.1818
53450,DB00877,DB00920,0.1909
53451,DB00877,DB00924,0.1176
53452,DB00877,DB00934,0.1423
53453,DB00877,DB00938,0.1212
53454,DB00877,DB00945,0.1038
53455,DB00877,DB00947,0.1856
53456,DB00877,DB00950,0.1915
53457,DB00877,DB00951,0.0585
53458,DB00877,DB00952,0.1818
53459,DB00877,DB00953,0.1191
53460,DB00877,DB00958,0.1244
53461,DB00877,DB00960,0.1316
53462,DB00877,DB00962,0.1322
53463,DB00877,DB00966,0.1453
53464,DB00877,DB00967,0.157
53465,DB00877,DB00969,0.1917
53466,DB00877,DB00970,0.3213
53467,DB00877,DB00972,0.2118
53468,DB00877,DB00973,0.1679
53469,DB00877,DB00975,0.1779
53470,DB00877,DB00983,0.17
53471,DB00877,DB00990,0.2101
53472,DB00877,DB00991,0.1245
53473,DB00877,DB00993,0.0952
53474,DB00877,DB00996,0.1048
53475,DB00877,DB00998,0.1404
53476,DB00877,DB00999,0.0991
53477,DB00877,DB01001,0.1261
53478,DB00877,DB01003,0.2059
53479,DB00877,DB01004,0.1145
53480,DB00877,DB01005,0.0213
53481,DB00877,DB01006,0.0996
53482,DB00877,DB01007,0.1235
53483,DB00877,DB01008,0.0845
53484,DB00877,DB01009,0.1304
53485,DB00877,DB01016,0.2222
53486,DB00877,DB01019,0.0882
53487,DB00877,DB01020,0.1315
53488,DB00877,DB01023,0.1885
53489,DB00877,DB01029,0.1845
53490,DB00877,DB01032,0.114
53491,DB00877,DB01033,0.0485
53492,DB00877,DB01035,0.0893
53493,DB00877,DB01039,0.1633
53494,DB00877,DB01041,0.2174
53495,DB00877,DB01042,0.0873
53496,DB00877,DB01043,0.0939
53497,DB00877,DB01044,0.2311
53498,DB00877,DB01045,0.375
53499,DB00877,DB01048,0.1688
53500,DB00877,DB01050,0.129
53501,DB00877,DB01059,0.1743
53502,DB00877,DB01062,0.1833
53503,DB00877,DB01067,0.2113
53504,DB00877,DB01068,0.1423
53505,DB00877,DB01069,0.1453
53506,DB00877,DB01072,0.183
53507,DB00877,DB01077,0.0594
53508,DB00877,DB01097,0.1135
53509,DB00877,DB01101,0.1796
53510,DB00877,DB01105,0.1579
53511,DB00877,DB01110,0.129
53512,DB00877,DB01114,0.1126
53513,DB00877,DB01115,0.1967
53514,DB00877,DB01117,0.2231
53515,DB00877,DB01118,0.1515
53516,DB00877,DB01124,0.115
53517,DB00877,DB01126,0.223
53518,DB00877,DB01127,0.122
53519,DB00877,DB01128,0.1339
53520,DB00877,DB01129,0.1606
53521,DB00877,DB01132,0.1606
53522,DB00877,DB01136,0.1585
53523,DB00877,DB01140,0.1796
53524,DB00877,DB01143,0.0383
53525,DB00877,DB01149,0.1612
53526,DB00877,DB01151,0.1271
53527,DB00877,DB01156,0.1187
53528,DB00877,DB01162,0.2179
53529,DB00877,DB01165,0.2008
53530,DB00877,DB01173,0.1368
53531,DB00877,DB01181,0.0833
53532,DB00877,DB01182,0.1205
53533,DB00877,DB01188,0.2009
53534,DB00877,DB01189,0.0199
53535,DB00877,DB01193,0.1405
53536,DB00877,DB01194,0.1339
53537,DB00877,DB01195,0.1496
53538,DB00877,DB01198,0.1811
53539,DB00877,DB01204,0.1423
53540,DB00877,DB01205,0.1681
53541,DB00877,DB01215,0.1172
53542,DB00877,DB01217,0.1181
53543,DB00877,DB01220,0.3565
53544,DB00877,DB01221,0.1532
53545,DB00877,DB01223,0.1797
53546,DB00877,DB01224,0.1556
53547,DB00877,DB01232,0.2286
53548,DB00877,DB01233,0.1126
53549,DB00877,DB01236,0.0291
53550,DB00877,DB01238,0.1894
53551,DB00877,DB01240,0.1619
53552,DB00877,DB01241,0.1422
53553,DB00877,DB01242,0.1417
53554,DB00877,DB01254,0.1845
53555,DB00877,DB01263,0.2099
53556,DB00877,DB01264,0.2042
53557,DB00877,DB01267,0.2481
53558,DB00877,DB01268,0.1556
53559,DB00877,DB01275,0.0755
53560,DB00877,DB01291,0.1171
53561,DB00877,DB01410,0.3287
53562,DB00877,DB01589,0.1301
53563,DB00877,DB01595,0.135
53564,DB00877,DB01609,0.1401
53565,DB00877,DB01610,0.1388
53566,DB00877,DB01611,0.124
53567,DB00877,DB05271,0.1577
53568,DB00877,DB06700,0.1826
53569,DB00877,DB06701,0.177
53570,DB00879,DB00880,0.1573
53571,DB00879,DB00884,0.1364
53572,DB00879,DB00887,0.1416
53573,DB00879,DB00889,0.1818
53574,DB00879,DB00897,0.1273
53575,DB00879,DB00903,0.1489
53576,DB00879,DB00904,0.2056
53577,DB00879,DB00905,0.124
53578,DB00879,DB00909,0.2169
53579,DB00879,DB00910,0.0952
53580,DB00879,DB00915,0.1053
53581,DB00879,DB00916,0.2368
53582,DB00879,DB00918,0.1468
53583,DB00879,DB00920,0.1667
53584,DB00879,DB00924,0.0952
53585,DB00879,DB00934,0.1321
53586,DB00879,DB00938,0.1069
53587,DB00879,DB00945,0.1266
53588,DB00879,DB00947,0.1392
53589,DB00879,DB00950,0.1342
53590,DB00879,DB00951,0.1389
53591,DB00879,DB00952,0.1651
53592,DB00879,DB00953,0.1373
53593,DB00879,DB00958,0.1579
53594,DB00879,DB00960,0.1263
53595,DB00879,DB00962,0.1468
53596,DB00879,DB00966,0.1282
53597,DB00879,DB00967,0.1101
53598,DB00879,DB00969,0.1869
53599,DB00879,DB00970,0.1056
53600,DB00879,DB00972,0.1803
53601,DB00879,DB00973,0.2016
53602,DB00879,DB00975,0.1351
53603,DB00879,DB00983,0.1228
53604,DB00879,DB00990,0.1714
53605,DB00879,DB00991,0.1852
53606,DB00879,DB00993,0.1429
53607,DB00879,DB00996,0.1299
53608,DB00879,DB00998,0.1684
53609,DB00879,DB00999,0.1573
53610,DB00879,DB01001,0.1573
53611,DB00879,DB01003,0.1295
53612,DB00879,DB01004,0.2979
53613,DB00879,DB01005,0.1091
53614,DB00879,DB01006,0.1111
53615,DB00879,DB01007,0.1455
53616,DB00879,DB01008,0.05
53617,DB00879,DB01009,0.1237
53618,DB00879,DB01016,0.1168
53619,DB00879,DB01019,0.0845
53620,DB00879,DB01020,0.15
53621,DB00879,DB01023,0.1261
53622,DB00879,DB01029,0.1449
53623,DB00879,DB01032,0.1263
53624,DB00879,DB01033,0.137
53625,DB00879,DB01035,0.1538
53626,DB00879,DB01039,0.0893
53627,DB00879,DB01041,0.1856
53628,DB00879,DB01042,0.1458
53629,DB00879,DB01043,0.075
53630,DB00879,DB01044,0.2712
53631,DB00879,DB01045,0.1182
53632,DB00879,DB01048,0.3269
53633,DB00879,DB01050,0.1429
53634,DB00879,DB01059,0.2593
53635,DB00879,DB01062,0.1186
53636,DB00879,DB01067,0.1364
53637,DB00879,DB01068,0.1509
53638,DB00879,DB01069,0.1386
53639,DB00879,DB01072,0.087
53640,DB00879,DB01077,0.058
53641,DB00879,DB01097,0.1667
53642,DB00879,DB01101,0.4107
53643,DB00879,DB01105,0.1053
53644,DB00879,DB01110,0.1217
53645,DB00879,DB01114,0.1224
53646,DB00879,DB01115,0.1081
53647,DB00879,DB01117,0.1695
53648,DB00879,DB01118,0.1069
53649,DB00879,DB01124,0.1075
53650,DB00879,DB01126,0.1379
53651,DB00879,DB01127,0.1239
53652,DB00879,DB01128,0.1488
53653,DB00879,DB01129,0.1379
53654,DB00879,DB01132,0.1724
53655,DB00879,DB01136,0.0909
53656,DB00879,DB01140,0.25
53657,DB00879,DB01143,0.1053
53658,DB00879,DB01149,0.1429
53659,DB00879,DB01151,0.1359
53660,DB00879,DB01156,0.093
53661,DB00879,DB01162,0.2258
53662,DB00879,DB01165,0.2759
53663,DB00879,DB01173,0.099
53664,DB00879,DB01181,0.1205
53665,DB00879,DB01182,0.1207
53666,DB00879,DB01188,0.2326
53667,DB00879,DB01189,0.0294
53668,DB00879,DB01193,0.1284
53669,DB00879,DB01194,0.2075
53670,DB00879,DB01195,0.1488
53671,DB00879,DB01198,0.1653
53672,DB00879,DB01204,0.1343
53673,DB00879,DB01205,0.2286
53674,DB00879,DB01215,0.1321
53675,DB00879,DB01217,0.1346
53676,DB00879,DB01220,0.1313
53677,DB00879,DB01221,0.1573
53678,DB00879,DB01223,0.1626
53679,DB00879,DB01224,0.1774
53680,DB00879,DB01232,0.1538
53681,DB00879,DB01233,0.1633
53682,DB00879,DB01236,0.0548
53683,DB00879,DB01238,0.1374
53684,DB00879,DB01240,0.1404
53685,DB00879,DB01241,0.1522
53686,DB00879,DB01242,0.1308
53687,DB00879,DB01254,0.1884
53688,DB00879,DB01263,0.1675
53689,DB00879,DB01264,0.1722
53690,DB00879,DB01267,0.2556
53691,DB00879,DB01268,0.1452
53692,DB00879,DB01275,0.1519
53693,DB00879,DB01291,0.2022
53694,DB00879,DB01410,0.1569
53695,DB00879,DB01589,0.1947
53696,DB00879,DB01595,0.1538
53697,DB00879,DB01609,0.1452
53698,DB00879,DB01610,0.25
53699,DB00879,DB01611,0.1468
53700,DB00879,DB05271,0.1667
53701,DB00879,DB06700,0.1237
53702,DB00879,DB06701,0.1075
53703,DB00880,DB00884,0.1573
53704,DB00880,DB00887,0.3509
53705,DB00880,DB00889,0.1441
53706,DB00880,DB00897,0.2162
53707,DB00880,DB00903,0.2105
53708,DB00880,DB00904,0.1667
53709,DB00880,DB00905,0.0769
53710,DB00880,DB00909,0.3333
53711,DB00880,DB00910,0.0315
53712,DB00880,DB00915,0.026
53713,DB00880,DB00916,0.1299
53714,DB00880,DB00918,0.2545
53715,DB00880,DB00920,0.1468
53716,DB00880,DB00924,0.1321
53717,DB00880,DB00934,0.1308
53718,DB00880,DB00938,0.1212
53719,DB00880,DB00945,0.175
53720,DB00880,DB00947,0.1006
53721,DB00880,DB00950,0.1067
53722,DB00880,DB00951,0.1918
53723,DB00880,DB00952,0.2545
53724,DB00880,DB00953,0.1942
53725,DB00880,DB00958,0.1039
53726,DB00880,DB00960,0.1458
53727,DB00880,DB00962,0.1818
53728,DB00880,DB00966,0.1401
53729,DB00880,DB00967,0.2182
53730,DB00880,DB00969,0.1852
53731,DB00880,DB00970,0.0912
53732,DB00880,DB00972,0.1789
53733,DB00880,DB00973,0.1231
53734,DB00880,DB00975,0.0671
53735,DB00880,DB00983,0.1565
53736,DB00880,DB00990,0.1698
53737,DB00880,DB00991,0.1651
53738,DB00880,DB00993,0.202
53739,DB00880,DB00996,0.0513
53740,DB00880,DB00998,0.2292
53741,DB00880,DB00999,0.7333
53742,DB00880,DB01001,0.1556
53743,DB00880,DB01003,0.1857
53744,DB00880,DB01004,0.1895
53745,DB00880,DB01005,0.0714
53746,DB00880,DB01006,0.1468
53747,DB00880,DB01007,0.2162
53748,DB00880,DB01008,0.1728
53749,DB00880,DB01009,0.1837
53750,DB00880,DB01016,0.2464
53751,DB00880,DB01019,0.0556
53752,DB00880,DB01020,0.0247
53753,DB00880,DB01023,0.2321
53754,DB00880,DB01029,0.1439
53755,DB00880,DB01032,0.2292
53756,DB00880,DB01033,0.1892
53757,DB00880,DB01035,0.1522
53758,DB00880,DB01039,0.1947
53759,DB00880,DB01041,0.2449
53760,DB00880,DB01042,0.1649
53761,DB00880,DB01043,0.0247
53762,DB00880,DB01044,0.1681
53763,DB00880,DB01045,0.1078
53764,DB00880,DB01048,0.1714
53765,DB00880,DB01050,0.1412
53766,DB00880,DB01059,0.2202
53767,DB00880,DB01062,0.084
53768,DB00880,DB01067,0.2256
53769,DB00880,DB01068,0.2991
53770,DB00880,DB01069,0.1373
53771,DB00880,DB01072,0.1297
53772,DB00880,DB01077,0.0571
53773,DB00880,DB01097,0.1856
53774,DB00880,DB01101,0.1239
53775,DB00880,DB01105,0.1458
53776,DB00880,DB01110,0.2241
53777,DB00880,DB01114,0.1818
53778,DB00880,DB01115,0.1964
53779,DB00880,DB01117,0.1849
53780,DB00880,DB01118,0.1515
53781,DB00880,DB01124,0.234
53782,DB00880,DB01126,0.1507
53783,DB00880,DB01127,0.2105
53784,DB00880,DB01128,0.2295
53785,DB00880,DB01129,0.1709
53786,DB00880,DB01132,0.188
53787,DB00880,DB01136,0.1203
53788,DB00880,DB01140,0.1947
53789,DB00880,DB01143,0.0519
53790,DB00880,DB01149,0.1702
53791,DB00880,DB01151,0.1346
53792,DB00880,DB01156,0.2069
53793,DB00880,DB01162,0.176
53794,DB00880,DB01165,0.1538
53795,DB00880,DB01173,0.1176
53796,DB00880,DB01181,0.0476
53797,DB00880,DB01182,0.1197
53798,DB00880,DB01188,0.1839
53799,DB00880,DB01189,0.0
53800,DB00880,DB01193,0.1636
53801,DB00880,DB01194,0.3364
53802,DB00880,DB01195,0.1475
53803,DB00880,DB01198,0.1967
53804,DB00880,DB01204,0.1333
53805,DB00880,DB01205,0.2075
53806,DB00880,DB01215,0.2056
53807,DB00880,DB01217,0.1714
53808,DB00880,DB01220,0.1307
53809,DB00880,DB01221,0.2222
53810,DB00880,DB01223,0.2097
53811,DB00880,DB01224,0.128
53812,DB00880,DB01232,0.1421
53813,DB00880,DB01233,0.2626
53814,DB00880,DB01236,0.0
53815,DB00880,DB01238,0.2121
53816,DB00880,DB01240,0.0348
53817,DB00880,DB01241,0.172
53818,DB00880,DB01242,0.1852
53819,DB00880,DB01254,0.1871
53820,DB00880,DB01263,0.1042
53821,DB00880,DB01264,0.1711
53822,DB00880,DB01267,0.1493
53823,DB00880,DB01268,0.192
53824,DB00880,DB01275,0.2
53825,DB00880,DB01291,0.1333
53826,DB00880,DB01410,0.1039
53827,DB00880,DB01589,0.193
53828,DB00880,DB01595,0.2476
53829,DB00880,DB01609,0.144
53830,DB00880,DB01610,0.177
53831,DB00880,DB01611,0.2
53832,DB00880,DB05271,0.1284
53833,DB00880,DB06700,0.102
53834,DB00880,DB06701,0.1277
53835,DB00884,DB00887,0.1947
53836,DB00884,DB00889,0.1636
53837,DB00884,DB00897,0.1455
53838,DB00884,DB00903,0.1702
53839,DB00884,DB00904,0.2056
53840,DB00884,DB00905,0.2171
53841,DB00884,DB00909,0.2651
53842,DB00884,DB00910,0.0952
53843,DB00884,DB00915,0.0
53844,DB00884,DB00916,0.1842
53845,DB00884,DB00918,0.1835
53846,DB00884,DB00920,0.1481
53847,DB00884,DB00924,0.1524
53848,DB00884,DB00934,0.1509
53849,DB00884,DB00938,0.1985
53850,DB00884,DB00945,0.2532
53851,DB00884,DB00947,0.1266
53852,DB00884,DB00950,0.1879
53853,DB00884,DB00951,0.2778
53854,DB00884,DB00952,0.1835
53855,DB00884,DB00953,0.1961
53856,DB00884,DB00958,0.0789
53857,DB00884,DB00960,0.1895
53858,DB00884,DB00962,0.2202
53859,DB00884,DB00966,0.1538
53860,DB00884,DB00967,0.1835
53861,DB00884,DB00969,0.1869
53862,DB00884,DB00970,0.0493
53863,DB00884,DB00972,0.1803
53864,DB00884,DB00973,0.155
53865,DB00884,DB00975,0.0946
53866,DB00884,DB00983,0.193
53867,DB00884,DB00990,0.1143
53868,DB00884,DB00991,0.2037
53869,DB00884,DB00993,0.1224
53870,DB00884,DB00996,0.0779
53871,DB00884,DB00998,0.1263
53872,DB00884,DB00999,0.1124
53873,DB00884,DB01001,0.2247
53874,DB00884,DB01003,0.1871
53875,DB00884,DB01004,0.1489
53876,DB00884,DB01005,0.0727
53877,DB00884,DB01006,0.1481
53878,DB00884,DB01007,0.1818
53879,DB00884,DB01008,0.075
53880,DB00884,DB01009,0.2062
53881,DB00884,DB01016,0.146
53882,DB00884,DB01019,0.0563
53883,DB00884,DB01020,0.05
53884,DB00884,DB01023,0.1622
53885,DB00884,DB01029,0.1594
53886,DB00884,DB01032,0.2105
53887,DB00884,DB01033,0.1096
53888,DB00884,DB01035,0.1758
53889,DB00884,DB01039,0.1607
53890,DB00884,DB01041,0.1856
53891,DB00884,DB01042,0.2083
53892,DB00884,DB01043,0.0
53893,DB00884,DB01044,0.1017
53894,DB00884,DB01045,0.1182
53895,DB00884,DB01048,0.1346
53896,DB00884,DB01050,0.2381
53897,DB00884,DB01059,0.1481
53898,DB00884,DB01062,0.2034
53899,DB00884,DB01067,0.1818
53900,DB00884,DB01068,0.1887
53901,DB00884,DB01069,0.1584
53902,DB00884,DB01072,0.1739
53903,DB00884,DB01077,0.5507
53904,DB00884,DB01097,0.2083
53905,DB00884,DB01101,0.1429
53906,DB00884,DB01105,0.1474
53907,DB00884,DB01110,0.1739
53908,DB00884,DB01114,0.2041
53909,DB00884,DB01115,0.1622
53910,DB00884,DB01117,0.1695
53911,DB00884,DB01118,0.1374
53912,DB00884,DB01124,0.1935
53913,DB00884,DB01126,0.1241
53914,DB00884,DB01127,0.1947
53915,DB00884,DB01128,0.1983
53916,DB00884,DB01129,0.1897
53917,DB00884,DB01132,0.2069
53918,DB00884,DB01136,0.1364
53919,DB00884,DB01140,0.1786
53920,DB00884,DB01143,0.2105
53921,DB00884,DB01149,0.1429
53922,DB00884,DB01151,0.1553
53923,DB00884,DB01156,0.2093
53924,DB00884,DB01162,0.0806
53925,DB00884,DB01165,0.1034
53926,DB00884,DB01173,0.1584
53927,DB00884,DB01181,0.0482
53928,DB00884,DB01182,0.2069
53929,DB00884,DB01188,0.1163
53930,DB00884,DB01189,0.0294
53931,DB00884,DB01193,0.1651
53932,DB00884,DB01194,0.0943
53933,DB00884,DB01195,0.1322
53934,DB00884,DB01198,0.1818
53935,DB00884,DB01204,0.194
53936,DB00884,DB01205,0.1905
53937,DB00884,DB01215,0.1509
53938,DB00884,DB01217,0.1923
53939,DB00884,DB01220,0.1313
53940,DB00884,DB01221,0.1798
53941,DB00884,DB01223,0.1138
53942,DB00884,DB01224,0.1613
53943,DB00884,DB01232,0.1648
53944,DB00884,DB01233,0.102
53945,DB00884,DB01236,0.0548
53946,DB00884,DB01238,0.1374
53947,DB00884,DB01240,0.1053
53948,DB00884,DB01241,0.1957
53949,DB00884,DB01242,0.1495
53950,DB00884,DB01254,0.1739
53951,DB00884,DB01263,0.1152
53952,DB00884,DB01264,0.1722
53953,DB00884,DB01267,0.1353
53954,DB00884,DB01268,0.129
53955,DB00884,DB01275,0.2278
53956,DB00884,DB01291,0.2247
53957,DB00884,DB01410,0.1046
53958,DB00884,DB01589,0.177
53959,DB00884,DB01595,0.1923
53960,DB00884,DB01609,0.1935
53961,DB00884,DB01610,0.125
53962,DB00884,DB01611,0.1835
53963,DB00884,DB05271,0.1667
53964,DB00884,DB06700,0.1856
53965,DB00884,DB06701,0.172
53966,DB00887,DB00889,0.2667
53967,DB00887,DB00897,0.2963
53968,DB00887,DB00903,0.3193
53969,DB00887,DB00904,0.303
53970,DB00887,DB00905,0.3247
53971,DB00887,DB00909,0.3889
53972,DB00887,DB00910,0.053
53973,DB00887,DB00915,0.0198
53974,DB00887,DB00916,0.1584
53975,DB00887,DB00918,0.2985
53976,DB00887,DB00920,0.2857
53977,DB00887,DB00924,0.3385
53978,DB00887,DB00934,0.3817
53979,DB00887,DB00938,0.359
53980,DB00887,DB00945,0.4038
53981,DB00887,DB00947,0.1749
53982,DB00887,DB00950,0.3333
53983,DB00887,DB00951,0.268
53984,DB00887,DB00952,0.2985
53985,DB00887,DB00953,0.2677
53986,DB00887,DB00958,0.0792
53987,DB00887,DB00960,0.2833
53988,DB00887,DB00962,0.3284
53989,DB00887,DB00966,0.3646
53990,DB00887,DB00967,0.2239
53991,DB00887,DB00969,0.2879
53992,DB00887,DB00970,0.11
53993,DB00887,DB00972,0.2857
53994,DB00887,DB00973,0.2338
53995,DB00887,DB00975,0.104
53996,DB00887,DB00983,0.3453
53997,DB00887,DB00990,0.1538
53998,DB00887,DB00991,0.406
53999,DB00887,DB00993,0.1626
54000,DB00887,DB00996,0.1569
54001,DB00887,DB00998,0.3
54002,DB00887,DB00999,0.3333
54003,DB00887,DB01001,0.2456
54004,DB00887,DB01003,0.3537
54005,DB00887,DB01004,0.2017
54006,DB00887,DB01005,0.15
54007,DB00887,DB01006,0.1955
54008,DB00887,DB01007,0.2667
54009,DB00887,DB01008,0.2286
54010,DB00887,DB01009,0.4426
54011,DB00887,DB01016,0.358
54012,DB00887,DB01019,0.1458
54013,DB00887,DB01020,0.0571
54014,DB00887,DB01023,0.2794
54015,DB00887,DB01029,0.3313
54016,DB00887,DB01032,0.45
54017,DB00887,DB01033,0.102
54018,DB00887,DB01035,0.3448
54019,DB00887,DB01039,0.3066
54020,DB00887,DB01041,0.2951
54021,DB00887,DB01042,0.281
54022,DB00887,DB01043,0.0381
54023,DB00887,DB01044,0.2517
54024,DB00887,DB01045,0.1579
54025,DB00887,DB01048,0.1705
54026,DB00887,DB01050,0.2752
54027,DB00887,DB01059,0.3008
54028,DB00887,DB01062,0.3357
54029,DB00887,DB01067,0.3185
54030,DB00887,DB01068,0.3206
54031,DB00887,DB01069,0.3175
54032,DB00887,DB01072,0.2967
54033,DB00887,DB01077,0.0851
54034,DB00887,DB01097,0.2645
54035,DB00887,DB01101,0.2774
54036,DB00887,DB01105,0.1667
54037,DB00887,DB01110,0.2714
54038,DB00887,DB01114,0.2927
54039,DB00887,DB01115,0.3235
54040,DB00887,DB01117,0.2937
54041,DB00887,DB01118,0.4231
54042,DB00887,DB01124,0.4576
54043,DB00887,DB01126,0.2235
54044,DB00887,DB01127,0.2609
54045,DB00887,DB01128,0.3699
54046,DB00887,DB01129,0.3404
54047,DB00887,DB01132,0.3262
54048,DB00887,DB01136,0.3439
54049,DB00887,DB01140,0.3212
54050,DB00887,DB01143,0.1782
54051,DB00887,DB01149,0.3879
54052,DB00887,DB01151,0.3906
54053,DB00887,DB01156,0.2883
54054,DB00887,DB01162,0.2013
54055,DB00887,DB01165,0.227
54056,DB00887,DB01173,0.3492
54057,DB00887,DB01181,0.1111
54058,DB00887,DB01182,0.4397
54059,DB00887,DB01188,0.1802
54060,DB00887,DB01189,0.0215
54061,DB00887,DB01193,0.3284
54062,DB00887,DB01194,0.3359
54063,DB00887,DB01195,0.2466
54064,DB00887,DB01198,0.2466
54065,DB00887,DB01204,0.2767
54066,DB00887,DB01205,0.3077
54067,DB00887,DB01215,0.3206
54068,DB00887,DB01217,0.186
54069,DB00887,DB01220,0.1973
54070,DB00887,DB01221,0.2807
54071,DB00887,DB01223,0.1892
54072,DB00887,DB01224,0.3221
54073,DB00887,DB01232,0.2995
54074,DB00887,DB01233,0.3252
54075,DB00887,DB01236,0.0408
54076,DB00887,DB01238,0.2821
54077,DB00887,DB01240,0.2014
54078,DB00887,DB01241,0.3419
54079,DB00887,DB01242,0.3636
54080,DB00887,DB01254,0.2699
54081,DB00887,DB01263,0.2222
54082,DB00887,DB01264,0.3864
54083,DB00887,DB01267,0.2025
54084,DB00887,DB01268,0.2953
54085,DB00887,DB01275,0.3077
54086,DB00887,DB01291,0.2105
54087,DB00887,DB01410,0.1573
54088,DB00887,DB01589,0.2899
54089,DB00887,DB01595,0.3566
54090,DB00887,DB01609,0.3624
54091,DB00887,DB01610,0.2336
54092,DB00887,DB01611,0.3134
54093,DB00887,DB05271,0.3158
54094,DB00887,DB06700,0.1803
54095,DB00887,DB06701,0.322
54096,DB00889,DB00897,0.2576
54097,DB00889,DB00903,0.1897
54098,DB00889,DB00904,0.4341
54099,DB00889,DB00905,0.2781
54100,DB00889,DB00909,0.3238
54101,DB00889,DB00910,0.2162
54102,DB00889,DB00915,0.2041
54103,DB00889,DB00916,0.1429
54104,DB00889,DB00918,0.2901
54105,DB00889,DB00920,0.3385
54106,DB00889,DB00924,0.2362
54107,DB00889,DB00934,0.2969
54108,DB00889,DB00938,0.183
54109,DB00889,DB00945,0.3168
54110,DB00889,DB00947,0.2222
54111,DB00889,DB00950,0.3041
54112,DB00889,DB00951,0.2766
54113,DB00889,DB00952,0.3511
54114,DB00889,DB00953,0.2258
54115,DB00889,DB00958,0.1429
54116,DB00889,DB00960,0.2393
54117,DB00889,DB00962,0.2595
54118,DB00889,DB00966,0.2697
54119,DB00889,DB00967,0.2443
54120,DB00889,DB00969,0.4031
54121,DB00889,DB00970,0.2026
54122,DB00889,DB00972,0.4583
54123,DB00889,DB00973,0.1722
54124,DB00889,DB00975,0.1412
54125,DB00889,DB00983,0.1912
54126,DB00889,DB00990,0.2992
54127,DB00889,DB00991,0.2615
54128,DB00889,DB00993,0.1833
54129,DB00889,DB00996,0.1818
54130,DB00889,DB00998,0.3419
54131,DB00889,DB00999,0.1261
54132,DB00889,DB01001,0.1982
54133,DB00889,DB01003,0.1739
54134,DB00889,DB01004,0.1207
54135,DB00889,DB01005,0.1039
54136,DB00889,DB01006,0.1692
54137,DB00889,DB01007,0.1667
54138,DB00889,DB01008,0.0588
54139,DB00889,DB01009,0.2857
54140,DB00889,DB01016,0.327
54141,DB00889,DB01019,0.1075
